,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
213,ST,2024-04-27,78.6,1.56,4.3,"Henderson, Gunnar",683002,676664,,foul,,,,,13,Gunnar Henderson homers (9) on a fly ball to right field.    Jorge Mateo scores.,R,L,L,BAL,OAK,S,,,1,2,2024,-1.05,0.73,-0.92,2.42,,622761.0,,1,7,Bot,,,,,669127,,,-3.4397430121547687,-114.51836169343724,1.382798736763497,-8.606305118263139,20.471731689763622,-26.19760395224915,3.71,1.75,195.0,80.1,57.0,79.1,2461,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,54.0,,,,,,,,52,5,Sweeper,5,0,5,0,0,5,5,0,Standard,Standard,282,0.0,0.0,73.49849185972924,7.03664
214,ST,2024-04-27,80.2,1.49,4.31,"Henderson, Gunnar",683002,676664,,ball,,,,,13,Gunnar Henderson homers (9) on a fly ball to right field.    Jorge Mateo scores.,R,L,L,BAL,OAK,B,,,0,2,2024,-1.0,0.56,-1.39,2.39,,,622761.0,1,7,Bot,,,,,669127,,,-4.492810829481866,-116.61112099089172,1.507296023647525,-8.03221939685372,24.973050733052126,-27.68904522312361,3.71,1.72,,,,79.9,2321,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,54.04,,,,,,,,52,4,Sweeper,5,0,5,0,0,5,5,0,Infield shade,Standard,271,0.001,0.013,,
215,ST,2024-04-27,79.2,1.62,4.27,"Henderson, Gunnar",683002,676664,,foul,,,,,7,Gunnar Henderson homers (9) on a fly ball to right field.    Jorge Mateo scores.,R,L,L,BAL,OAK,S,,,0,2,2024,-1.0,0.18,-0.75,1.75,,,622761.0,1,7,Bot,,,,,669127,,,-3.3165721306306826,-115.26681522611838,1.055309112559788,-8.152901248303081,24.04499147923875,-31.03443471547162,3.71,1.75,1.0,59.0,-53.0,79.5,2332,6.7,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.75,,,,,,,,52,3,Sweeper,5,0,5,0,0,5,5,0,Infield shade,Standard,278,0.0,0.0,69.98323688685808,7.5502
216,SI,2024-04-27,89.7,1.39,4.56,"Henderson, Gunnar",683002,676664,,foul,,,,,8,Gunnar Henderson homers (9) on a fly ball to right field.    Jorge Mateo scores.,R,L,L,BAL,OAK,S,,,0,1,2024,1.32,0.48,0.1,2.2,,,622761.0,1,7,Bot,,,,,669127,,,-6.0155690409371365,-130.59641542527805,-0.9113967250521294,16.332021499422286,25.555701728931425,-26.650880914994783,3.71,1.75,211.0,81.9,23.0,90.4,1667,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.96,,,,,,,,52,2,Sinker,5,0,5,0,0,5,5,0,Infield shade,Standard,126,0.0,-0.052,68.04240548564391,5.92081
217,ST,2024-04-27,78.2,1.63,4.3,"Henderson, Gunnar",683002,676664,,called_strike,,,,,7,Gunnar Henderson homers (9) on a fly ball to right field.    Jorge Mateo scores.,R,L,L,BAL,OAK,S,,,0,0,2024,-1.03,0.77,-0.66,2.33,,,622761.0,1,7,Bot,,,,,669127,,,-3.082369058408017,-113.9044979645565,1.246418279921254,-8.318947092200707,21.95422397081656,-25.97838711365661,3.76,1.79,,,,78.7,2400,6.7,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.79,,,,,,,,52,1,Sweeper,5,0,5,0,0,5,5,0,Standard,Standard,280,0.0,-0.045,,
218,ST,2024-04-27,77.8,1.46,4.36,"Henderson, Gunnar",683002,676664,strikeout,swinging_strike,,,,,8,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,S,2.0,,3,2,2024,-0.84,0.79,0.09,2.25,,,,1,5,Bot,,,,,669127,,,-1.401569453074359,-113.21822889952676,1.0037137804201557,-6.851530768883261,23.04982410133136,-25.84997178624776,3.71,1.75,,,,77.8,2458,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.96,,0.0,0.0,1.0,0.0,0.0,,35,6,Sweeper,3,0,3,0,0,3,3,0,Infield shade,Standard,273,-0.007,-0.204,76.5721358642942,8.29398
219,ST,2024-04-27,78.2,1.69,4.36,"Henderson, Gunnar",683002,676664,,ball,,,,,3,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,B,,,2,2,2024,-1.33,0.46,0.63,3.69,,,,1,5,Bot,,,,,669127,,,0.1793664864333047,-113.58684430381582,4.774766019753554,-11.352582219187177,25.945502333422343,-29.59284198104824,3.61,1.72,,,,77.4,2563,6.4,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,54.11,,,,,,,,35,5,Sweeper,3,0,3,0,0,3,3,0,Infield shade,Standard,281,0.0,0.065,,
220,ST,2024-04-27,78.2,1.59,4.33,"Henderson, Gunnar",683002,676664,,swinging_strike,,,,,7,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,S,,,2,1,2024,-1.17,0.26,-0.76,1.8,,,,1,5,Bot,,,,,669127,,,-2.892870259879375,-113.84788499474698,1.0509236437639942,-9.504346398747352,23.692736091885187,-30.437798583021177,3.71,1.75,,,,78.1,2616,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,54.04,,,,,,,,35,4,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,286,0.0,-0.049,66.9758715779853,8.47832
221,ST,2024-04-27,78.6,1.41,4.39,"Henderson, Gunnar",683002,676664,,swinging_strike,,,,,11,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,S,,,2,0,2024,-0.96,0.68,-1.13,3.33,,,,1,5,Bot,,,,,669127,,,-3.71566674809392,-114.24197392549117,3.372739839839538,-7.590630176652579,23.36736644035431,-27.20260952615497,3.71,1.75,,,,78.4,2536,6.4,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,54.06,,,,,,,,35,3,Sweeper,3,0,3,0,0,3,3,0,Infield shade,Standard,277,0.0,-0.04,73.92691903793504,7.74844
222,ST,2024-04-27,78.7,1.57,4.38,"Henderson, Gunnar",683002,676664,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,B,,,1,0,2024,-1.28,0.46,-1.74,1.95,,,,1,5,Bot,,,,,669127,,,-4.834133820992157,-114.47650741568464,0.8143820065075116,-10.050640245595504,24.56418501508932,-28.631115314365196,3.76,1.77,,,,78.4,2607,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,54.0,,,,,,,,35,2,Sweeper,3,0,3,0,0,3,3,0,Infield shade,Standard,281,0.0,0.044,,
223,FF,2024-04-27,92.2,1.31,4.77,"Henderson, Gunnar",683002,676664,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,B,,,0,0,2024,1.35,1.26,-1.17,2.07,,,,1,5,Bot,,,,,669127,,,-9.270259619040894,-133.87621788897275,-3.722832909789997,18.310795096420826,30.054633317503143,-16.456056662289676,3.77,1.78,,,,92.4,2147,6.6,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.89,,,,,,,,35,1,4-Seam Fastball,3,0,3,0,0,3,3,0,Infield shade,Standard,125,0.0,0.025,,
224,FF,2024-04-27,93.2,1.27,4.85,"Henderson, Gunnar",683002,676664,single,hit_into_play,,,,,4,Gunnar Henderson singles on a line drive to left fielder Esteury Ruiz.,R,L,L,BAL,OAK,X,7.0,line_drive,0,2,2024,1.36,1.43,-0.36,2.85,,,,0,4,Bot,63.71,111.72,,,669127,,,-7.232631962010098,-135.34579094534294,-2.4017777618770166,18.403506872008453,34.395233927806906,-14.420492544627445,3.71,1.75,181.0,95.8,9.0,92.8,2076,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.98,0.646,0.588,0.9,1.0,1.0,0.0,4.0,23,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,133,0.043,0.497,69.43676223683997,6.72711
225,SI,2024-04-27,89.5,1.46,4.52,"Henderson, Gunnar",683002,676664,,swinging_strike,,,,,14,Gunnar Henderson singles on a line drive to left fielder Esteury Ruiz.,R,L,L,BAL,OAK,S,,,0,1,2024,1.64,0.12,0.96,2.07,,,,0,4,Bot,,,,,669127,,,-4.73136521960494,-130.22793587906867,-0.2114005984900241,19.62112804013821,30.709716519365447,-31.011689251335746,3.71,1.75,,,,89.6,1642,6.6,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.86,,,,,,,,23,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,114,0.0,-0.049,73.92454135644454,6.6236
226,ST,2024-04-27,78.4,1.66,4.51,"Henderson, Gunnar",683002,676664,,foul,,,,,11,Gunnar Henderson singles on a line drive to left fielder Esteury Ruiz.,R,L,L,BAL,OAK,S,,,0,0,2024,-0.89,0.6,-0.93,3.3,,,,0,4,Bot,,,,,669127,,,-3.944751170788906,-113.9432521400038,3.317716457465371,-6.76061557459838,25.364398403683428,-28.04050276257434,3.71,1.75,156.0,72.1,65.0,78.1,2326,6.6,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.89,,,,,,,,23,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,280,0.0,-0.035,76.8841514371065,6.97133
227,ST,2024-04-27,79.2,1.41,4.59,"Henderson, Gunnar",683002,676664,strikeout,swinging_strike,,,,,11,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,S,2.0,,1,2,2024,-1.13,0.21,-2.05,2.79,,,,0,1,Bot,,,,,669127,,,-5.478566617218618,-115.31963168687852,2.431273378479066,-9.114693949837676,20.709483001858327,-30.91863357866868,3.71,1.75,,,,79.6,2544,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,54.04,,0.0,0.0,1.0,0.0,0.0,,4,4,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,277,-0.021,-0.166,60.91625767788659,7.82981
228,SL,2024-04-27,80.6,1.58,4.56,"Henderson, Gunnar",683002,676664,,swinging_strike,,,,,7,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,S,,,1,1,2024,-0.51,0.84,-0.74,2.14,,,,0,1,Bot,,,,,669127,,,-4.20608481168059,-117.37154696321625,-0.2943010750018975,-3.868178547387302,22.915344483429323,-24.589675724698196,3.71,1.75,,,,80.9,2434,6.5,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,53.98,,,,,,,,4,3,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,286,0.0,-0.052,74.29933401759246,8.36671
229,FF,2024-04-27,93.0,1.24,5.05,"Henderson, Gunnar",683002,676664,,called_strike,,,,,8,Gunnar Henderson strikes out swinging.,R,L,L,BAL,OAK,S,,,0,0,2024,1.46,1.3,-0.27,2.24,,,,0,1,Bot,,,,,669127,,,-7.081198702335525,-135.12047952423848,-4.210454497633562,19.487037108647947,31.46677100572396,-15.60430999184037,3.78,1.74,,,,92.7,2213,6.4,747052,676664,669127,647351,680474,687231,669397,665923,668709,663527,54.13,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,128,0.0,-0.035,,
230,FF,2024-04-26,92.9,-1.02,6.73,"Henderson, Gunnar",683002,548389,field_out,hit_into_play,,,,,6,"Gunnar Henderson grounds out, second baseman Max Schuemann to first baseman Tyler Nevin.",R,L,R,BAL,OAK,X,4.0,ground_ball,1,2,2024,-0.49,1.37,0.4,2.88,,,,1,5,Bot,146.14,142.29,,,669127,,,4.690054710078877,-135.17403946415595,-7.05029370392788,-7.007063232920854,29.235650405067155,-14.036546813381923,3.73,1.75,26.0,99.8,-5.0,92.5,2144,6.0,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.49,0.289,0.307,0.0,1.0,0.0,0.0,2.0,38,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,203,-0.015,-0.118,74.05117330841159,6.4027
231,CH,2024-04-26,81.9,-1.31,6.78,"Henderson, Gunnar",683002,548389,,swinging_strike,,,,,11,"Gunnar Henderson grounds out, second baseman Max Schuemann to first baseman Tyler Nevin.",R,L,R,BAL,OAK,S,,,1,1,2024,-0.39,1.02,-0.93,2.78,,,,1,5,Bot,,,,,669127,,,1.617332283324057,-119.36799662815348,-4.527335946995849,-4.064724941802312,21.01697864726181,-21.72812848400209,3.73,1.75,,,,82.0,1611,6.1,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.39,,,,,,,,38,3,Changeup,2,1,2,1,1,2,2,1,Infield shade,Standard,219,0.0,-0.04,77.43619190807179,8.0945
232,CH,2024-04-26,83.1,-1.23,6.86,"Henderson, Gunnar",683002,548389,,ball,,,,,13,"Gunnar Henderson grounds out, second baseman Max Schuemann to first baseman Tyler Nevin.",R,L,R,BAL,OAK,B,,,0,1,2024,-0.69,0.87,-2.41,2.13,,,,1,5,Bot,,,,,669127,,,-1.358696943948423,-120.87788249676656,-5.998060007113914,-6.474557007421675,24.498599107749893,-22.65708637114285,3.77,1.8,,,,82.4,1634,5.9,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.58,,,,,,,,38,2,Changeup,2,1,2,1,1,2,2,1,Infield shade,Standard,225,0.0,0.023,,
233,SI,2024-04-26,91.7,-1.26,6.65,"Henderson, Gunnar",683002,548389,,foul,,,,,13,"Gunnar Henderson grounds out, second baseman Max Schuemann to first baseman Tyler Nevin.",R,L,R,BAL,OAK,S,,,0,0,2024,-1.23,0.75,-1.06,2.35,,,,1,5,Bot,,,,,669127,,,3.1509962228008312,-133.30965101029275,-6.555551565951641,-15.332950173949,30.768096532249803,-21.992598805438075,3.73,1.75,,,,90.9,1973,6.0,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.46,,,,,,,,38,1,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,206,0.0,-0.023,76.8005158995758,7.61204
234,FF,2024-04-26,90.9,-1.13,6.82,"Henderson, Gunnar",683002,548389,force_out,hit_into_play,,,,,12,"Gunnar Henderson grounds into a force out, third baseman Abraham Toro to second baseman Max Schuemann.   Colton Cowser out at 2nd.    Gunnar Henderson to 1st.",R,L,R,BAL,OAK,X,5.0,ground_ball,0,1,2024,-0.21,1.47,0.83,3.44,,,681297.0,1,3,Bot,115.14,159.78,,,669127,,,5.34705396985942,-132.15225576330835,-5.645456488830246,-3.6769297151526223,29.47034030389166,-13.957072778590543,3.73,1.75,14.0,60.5,-13.0,90.4,2134,6.1,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.39,0.069,0.075,0.0,1.0,0.0,0.0,2.0,22,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,204,-0.034,-0.309,67.52646905797187,5.00653
235,CH,2024-04-26,81.5,-1.22,6.84,"Henderson, Gunnar",683002,548389,,swinging_strike,,,,,8,"Gunnar Henderson grounds into a force out, third baseman Abraham Toro to second baseman Max Schuemann.   Colton Cowser out at 2nd.    Gunnar Henderson to 1st.",R,L,R,BAL,OAK,S,,,0,0,2024,-0.65,0.87,-0.16,2.12,,,681297.0,1,3,Bot,,,,,669127,,,3.606450989430211,-118.65131152220673,-5.689641633638191,-6.785089679390565,22.458961300687477,-23.04676009419777,3.73,1.75,,,,81.3,1652,6.1,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.39,,,,,,,,22,1,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,226,0.0,-0.045,76.01797848181452,7.99148
236,SL,2024-04-26,83.1,-3.32,6.12,"Henderson, Gunnar",683002,687765,field_out,hit_into_play,,,,,8,"Gunnar Henderson grounds out, second baseman Abraham Toro to first baseman Ryan Noda.",R,L,R,BAL,OAK,X,4.0,ground_ball,1,0,2024,1.7,-0.25,-0.2,1.87,,,,0,8,Bot,148.73,152.93,,,669127,,,3.80333722466406,-120.90801236010834,-2.7290877369628013,15.783222339912925,25.173351797681796,-34.30798503964937,3.73,1.75,9.0,99.6,-11.0,82.5,2690,6.0,747050,687765,669127,676116,647351,663527,687231,664913,668709,671732,54.46,0.229,0.241,0.0,1.0,0.0,0.0,2.0,58,2,Slider,2,1,2,1,1,2,2,1,Standard,Standard,53,-0.013,-0.268,84.78637447590151,7.57997
237,FC,2024-04-26,90.2,-2.81,6.27,"Henderson, Gunnar",683002,687765,,ball,,,,,12,"Gunnar Henderson grounds out, second baseman Abraham Toro to first baseman Ryan Noda.",R,L,R,BAL,OAK,B,,,0,0,2024,0.28,0.51,0.17,4.26,,,,0,8,Bot,,,,,669127,,,6.8066098280646825,-131.39501591275777,-0.2051011892365981,2.0334373821240304,24.949636804783047,-26.35406614751361,3.75,1.75,,,,90.6,2401,6.3,747050,687765,669127,676116,647351,663527,687231,664913,668709,671732,54.24,,,,,,,,58,1,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,136,0.0,0.037,,
238,FF,2024-04-26,101.8,-2.2,6.24,"Henderson, Gunnar",683002,695243,strikeout,swinging_strike,,,,,3,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,S,2.0,,0,2,2024,-0.65,1.52,0.49,3.15,676059.0,,,2,10,Bot,,,,,669127,,,9.195413764500648,-147.79568118804409,-7.043751788731885,-11.8864666420367,37.79335613444287,-8.313560597564296,3.73,1.75,,,,102.1,2665,6.7,747050,695243,669127,676116,687231,663527,669397,664913,668709,671732,53.76,,0.0,0.0,1.0,0.0,0.0,,78,3,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,218,-0.16,-0.187,79.83528983889435,6.7115
239,FF,2024-04-26,101.4,-2.2,6.2,"Henderson, Gunnar",683002,695243,,swinging_strike,,,,,11,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,S,,,0,1,2024,-0.8,1.47,-0.03,4.08,676059.0,,,2,10,Bot,,,,,669127,,,8.025174314299,-147.41826503357288,-4.0935864554066725,-13.629783395181672,37.57796519667931,-10.064641231129208,3.73,1.75,,,,101.6,2681,6.6,747050,695243,669127,676116,687231,663527,669397,664913,668709,671732,53.89,,,,,,,,78,2,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,222,0.0,-0.069,39.252735836066805,4.89938
240,FF,2024-04-26,99.9,-2.36,6.11,"Henderson, Gunnar",683002,695243,,swinging_strike,,,,,8,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,S,,,0,0,2024,-0.99,1.35,0.04,2.29,676059.0,,,2,10,Bot,,,,,669127,,,8.960661446726744,-144.99499411826093,-8.337026032751213,-16.041774496476247,35.36398471497073,-11.271655104086642,3.73,1.75,,,,100.2,2631,6.7,747050,695243,669127,676116,687231,663527,669397,664913,668709,671732,53.79,,,,,,,,78,1,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,218,0.0,-0.063,80.43656590899748,7.68875
241,FF,2024-04-26,93.6,-1.08,6.78,"Henderson, Gunnar",683002,548389,strikeout,swinging_strike,,,,,5,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,S,2.0,,3,2,2024,-0.59,1.55,0.06,2.98,,,,0,1,Bot,,,,,669127,,,4.222747462558741,-135.9883458363076,-7.383931305369699,-8.267837531744428,32.04766845679099,-11.502456606823214,3.73,1.75,,,,92.9,2176,6.1,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.38,,0.0,0.0,1.0,0.0,0.0,,7,7,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,209,-0.023,-0.305,82.01455668107762,6.60125
242,SI,2024-04-26,91.7,-1.31,6.66,"Henderson, Gunnar",683002,548389,,foul,,,,,4,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,S,,,3,2,2024,-1.17,0.97,-0.35,2.57,,,,0,1,Bot,,,,,669127,,,4.93886528112747,-133.4218581518185,-6.555325083203407,-15.002938996681191,28.382655640297287,-19.32220525198769,3.73,1.75,205.0,80.7,60.0,91.4,2083,6.1,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.41,,,,,,,,7,6,Sinker,0,1,0,1,1,0,0,1,Infield shade,Standard,212,0.0,0.0,83.93485295886407,6.97826
243,FF,2024-04-26,92.9,-1.01,6.86,"Henderson, Gunnar",683002,548389,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,B,,,2,2,2024,-0.38,1.39,-0.03,1.64,,,,0,1,Bot,,,,,669127,,,3.322799174871501,-134.9693101492058,-10.575462775619084,-5.375543668563458,28.695904280177352,-13.053468130737588,3.8,1.82,,,,92.3,2179,6.0,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.52,,,,,,,,7,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,200,0.0,0.099,,
244,SL,2024-04-26,84.0,-0.96,6.98,"Henderson, Gunnar",683002,548389,,ball,,,,,14,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,B,,,1,2,2024,0.16,0.01,0.69,0.23,,,,0,1,Bot,,,,,669127,,,3.4597200465988074,-122.0253071212782,-9.15286731932238,0.8681793956728303,24.51647722591319,-30.41915824099408,3.8,1.82,,,,83.1,2391,5.8,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.66,,,,,,,,7,4,Slider,0,1,0,1,1,0,0,1,Infield shade,Standard,127,0.0,0.04,,
245,CH,2024-04-26,82.0,-1.18,7.01,"Henderson, Gunnar",683002,548389,,swinging_strike,,,,,13,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,S,,,1,1,2024,-1.16,1.05,-0.55,1.17,,,,0,1,Bot,,,,,669127,,,3.646786025917078,-119.11358897468232,-8.530096896278414,-11.7569380905792,26.018571319576584,-20.66278713976972,3.73,1.75,,,,81.0,1707,6.0,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.5,,,,,,,,7,3,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,224,0.0,-0.052,84.70964083678027,8.75995
246,SI,2024-04-26,90.0,-1.2,6.81,"Henderson, Gunnar",683002,548389,,foul,,,,,7,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,S,,,1,0,2024,-1.3,0.95,-0.45,2.14,,,,0,1,Bot,,,,,669127,,,4.575460920054352,-130.89428742270957,-7.593558924382768,-15.909226356664,28.102464441818057,-19.78869679027488,3.73,1.75,223.0,76.7,48.0,89.4,2025,6.0,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.49,,,,,,,,7,2,Sinker,0,1,0,1,1,0,0,1,Infield shade,Standard,212,0.0,-0.05,76.54443833439848,7.17468
247,FF,2024-04-26,90.7,-1.02,6.94,"Henderson, Gunnar",683002,548389,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,R,BAL,OAK,B,,,0,0,2024,-0.52,1.58,-1.63,2.85,,,,0,1,Bot,,,,,669127,,,-0.4078128414388805,-131.91597760996885,-7.626009353508746,-5.968715636367648,27.831646733122533,-12.327255410660127,3.81,1.93,,,,90.1,2108,5.9,747050,548389,669127,663527,680474,647351,687231,665923,668709,671732,54.58,,,,,,,,7,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,206,0.0,0.037,,
248,CH,2024-04-24,79.7,1.45,6.59,"Henderson, Gunnar",683002,542881,double,hit_into_play,,,,,13,Gunnar Henderson doubles (3) on a line drive to left fielder Taylor Ward.,R,L,L,LAA,BAL,X,7.0,line_drive,2,2,2024,1.16,0.83,-0.84,2.36,,,,0,5,Top,40.7,122.21,,,681351,,,-7.130815304633989,-115.8529956955608,-4.032096648407469,11.765740060403289,22.764285646726645,-24.123717426626538,3.74,1.77,213.0,87.5,13.0,78.9,1827,5.9,746244,542881,681351,694384,650859,593934,687263,621493,666160,666176,54.62,0.86,0.841,1.25,1.0,1.0,1.0,4.0,32,5,Changeup,0,1,1,0,1,0,1,0,Infield shade,Standard,134,-0.066,0.657,60.44950734733976,6.71054
249,FF,2024-04-24,89.7,1.47,6.45,"Henderson, Gunnar",683002,542881,,called_strike,,,,,7,Gunnar Henderson doubles (3) on a line drive to left fielder Taylor Ward.,R,L,L,LAA,BAL,S,,,2,1,2024,0.64,1.76,-0.51,1.7,,,,0,5,Top,,,,,681351,,,-6.218647552708011,-130.18422781577866,-9.38820628584412,8.613725888554077,29.097965456781733,-10.35220415764492,3.69,1.8,,,,89.1,2241,6.2,746244,542881,681351,694384,650859,593934,687263,621493,666160,666176,54.3,,,,,,,,32,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,162,0.0,-0.068,,
250,FC,2024-04-24,81.8,2.96,5.41,"Henderson, Gunnar",683002,542881,,ball,,,,,13,Gunnar Henderson doubles (3) on a line drive to left fielder Taylor Ward.,R,L,L,LAA,BAL,B,,,1,1,2024,-0.08,0.74,-1.74,1.21,,,,0,5,Top,,,,,681351,,,-10.366680839909412,-118.73895531019978,-4.293373229452658,1.0939459164551462,21.38456050005455,-24.546890908183396,3.69,1.71,,,,81.4,2363,6.1,746244,542881,681351,694384,650859,593934,687263,621493,666160,666176,54.45,,,,,,,,32,3,Cutter,0,1,1,0,1,0,1,0,Infield shade,Standard,153,0.0,0.056,,
251,SI,2024-04-24,88.5,2.8,5.46,"Henderson, Gunnar",683002,542881,,called_strike,,,,,1,Gunnar Henderson doubles (3) on a line drive to left fielder Taylor Ward.,R,L,L,LAA,BAL,S,,,1,0,2024,1.59,0.64,-0.77,3.32,,,,0,5,Top,,,,,681351,,,-11.898410809266636,-128.2827431724896,-0.4121763279747485,20.05847807345072,28.560092649026235,-25.256713497954987,3.69,1.77,,,,87.3,2187,5.9,746244,542881,681351,694384,650859,593934,687263,621493,666160,666176,54.59,,,,,,,,32,2,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,120,0.0,-0.05,,
252,SI,2024-04-24,87.9,2.7,5.45,"Henderson, Gunnar",683002,542881,,ball,,,,,13,Gunnar Henderson doubles (3) on a line drive to left fielder Taylor Ward.,R,L,L,LAA,BAL,B,,,0,0,2024,1.57,0.68,-0.32,1.58,,,,0,5,Top,,,,,681351,,,-10.482819986604929,-127.44514681356073,-4.552227902703248,19.345858757387983,29.13771573346232,-23.9133975185362,3.74,1.78,,,,86.7,2185,6.0,746244,542881,681351,694384,650859,593934,687263,621493,666160,666176,54.5,,,,,,,,32,1,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,122,0.0,0.037,,
